Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,15.000000 ,25.000000 ,40.000000 ,60.000000 ,85.000000 ,125.000000 ,175.000000 ,225.000000 ,275.000000 ,350.000000 ,450.000000 ,550.000000 ,650.000000 ,775.000000 ,925.000000  
14/04/2014 02:00,735703.083333,4.333333,1,1,1,0.189553,0.189634,0.189516,0.189016,0.187390,0.269390,0.284783,0.183589,0.187037,0.187313,0.187311,0.187309,0.187308,0.187307,0.187305,0.187299 
14/04/2014 03:00,735703.125000,4.375000,1,1,1,0.189518,0.189597,0.189476,0.188973,0.187357,0.269464,0.284883,0.183507,0.187023,0.187312,0.187311,0.187310,0.187308,0.187307,0.187305,0.187299 
14/04/2014 04:00,735703.166667,4.416667,1,1,1,0.189482,0.189560,0.189437,0.188931,0.187327,0.269535,0.284982,0.183427,0.187008,0.187311,0.187311,0.187310,0.187308,0.187307,0.187305,0.187299 
14/04/2014 05:00,735703.208333,4.458333,1,1,1,0.189446,0.189523,0.189398,0.188890,0.187299,0.269605,0.285079,0.183348,0.186994,0.187310,0.187311,0.187310,0.187308,0.187307,0.187305,0.187299 
14/04/2014 06:00,735703.250000,4.500000,1,1,1,0.189394,0.189470,0.189344,0.188834,0.187259,0.269649,0.285151,0.183270,0.186979,0.187308,0.187311,0.187310,0.187308,0.187307,0.187305,0.187299 
14/04/2014 07:00,735703.291667,4.541667,1,1,1,0.189171,0.189245,0.189118,0.188607,0.187051,0.269433,0.284962,0.183193,0.186964,0.187307,0.187311,0.187310,0.187308,0.187307,0.187305,0.187299 
14/04/2014 08:00,735703.333333,4.583333,1,1,1,0.188684,0.188757,0.188628,0.188120,0.186579,0.268832,0.284386,0.183115,0.186948,0.187305,0.187311,0.187310,0.187308,0.187307,0.187305,0.187299 
14/04/2014 09:00,735703.375000,4.625000,1,1,1,0.187970,0.188042,0.187914,0.187408,0.185878,0.267909,0.283482,0.183035,0.186933,0.187304,0.187311,0.187310,0.187308,0.187307,0.187305,0.187298 
14/04/2014 10:00,735703.416667,4.666667,1,1,1,0.187068,0.187138,0.187010,0.186507,0.184982,0.266723,0.282312,0.182951,0.186917,0.187302,0.187311,0.187310,0.187308,0.187307,0.187305,0.187298 
14/04/2014 11:00,735703.458333,4.708333,1,1,1,0.185995,0.186064,0.185935,0.185436,0.183908,0.265289,0.280890,0.182864,0.186901,0.187300,0.187311,0.187310,0.187308,0.187307,0.187305,0.187298 
14/04/2014 12:00,735703.500000,4.750000,1,1,1,0.184804,0.184871,0.184743,0.184246,0.182708,0.263665,0.279274,0.182772,0.186884,0.187299,0.187311,0.187310,0.187309,0.187307,0.187305,0.187298 
14/04/2014 13:00,735703.541667,4.791667,1,1,1,0.183588,0.183652,0.183524,0.183029,0.181473,0.261992,0.277605,0.182675,0.186868,0.187297,0.187311,0.187310,0.187309,0.187307,0.187305,0.187298 
14/04/2014 14:00,735703.583333,4.833333,1,1,1,0.182412,0.182474,0.182346,0.181851,0.180269,0.260363,0.275980,0.182573,0.186850,0.187295,0.187311,0.187310,0.187309,0.187307,0.187305,0.187298 
14/04/2014 15:00,735703.625000,4.875000,1,1,1,0.181348,0.181408,0.181279,0.180783,0.179169,0.258907,0.274496,0.182466,0.186833,0.187293,0.187311,0.187310,0.187309,0.187307,0.187305,0.187298 
14/04/2014 16:00,735703.666667,4.916667,1,1,1,0.180447,0.180505,0.180375,0.179876,0.178227,0.257687,0.273237,0.182357,0.186815,0.187291,0.187311,0.187310,0.187309,0.187307,0.187305,0.187298 
14/04/2014 17:00,735703.708333,4.958333,1,1,1,0.179769,0.179825,0.179694,0.179191,0.177505,0.256800,0.272309,0.182245,0.186797,0.187289,0.187311,0.187310,0.187309,0.187307,0.187305,0.187298 
